stop_id,stop_name,stop_lat,stop_lon,stop_desc,zone_id,stop_url,stop_code,wheelchair_boarding,location_type,parent_station
6454,Cazalet (av de Beutre),44.799792,-0.671738,,33318,,CAZ23A,0,0,BCAZAL
6455,Rue du Manoir,44.886607,-0.519795,,33249,,RMA50R,1,0,BRMANO
6456,Rue du Manoir,44.88653,-0.519689,,33249,,RMA50A,0,0,BRMANO
6461,La Glacière,44.837303,-0.619405,,33281,,GLA42R,1,0,BGLACIE
6463,Cours St Louis,44.860395,-0.569306,,33063,,SLO46A,1,0,BSLOUIS
6464,Cours St Louis,44.858933,-0.567668,,33063,,SLO46R,1,0,BSLOUIS
6465,Cours du Médoc,44.855764,-0.563082,,33063,,CME46R,1,0,BMEDO46
6467,Anatole France,44.836025,-0.624035,,33281,,ANA42R,1,0,BANATOF
6469,Migron,44.864475,-0.631588,,33162,,EMI41A,1,0,BEMIGR
6472,Roland Garros,44.861326,-0.626733,,33063,,RGA41A,1,0,BRGARR
6473,Roland Garros,44.861255,-0.626703,,33063,,RGA41R,0,0,BRGARR
6481,Volta,44.853438,-0.672548,,33281,,GEI48A,1,0,BVOLT38
6482,Breillan,44.918344,-0.662935,,33519,,BRE39A,1,0,BBREILL
6483,Breillan,44.918279,-0.662448,,33519,,BRE39R,1,0,BBREILL
6491,Echangeur du Moulinat,44.869951,-0.500196,,33013,,ECM40R,1,0,BECMOUL
6505,Les Harmonies,44.810891,-0.584873,,33522,,LAM10R,0,0,BLAMA40
6561,Belair,44.941947,-0.630352,,33056,,BEL77R,0,0,BBELAIR
6562,Belair,44.941891,-0.630399,,33056,,BEL77A,0,0,BBELAIR
6571,Ariane,44.862527,-0.699275,,33200,,ARI71A,0,0,BARIANE
6572,Ariane,44.862449,-0.699207,,33200,,ARI71R,1,0,BARIANE
6641,Arc-en-Ciel,44.876047,-0.585589,,33075,,ARC33A,1,0,BARCIEL
6642,Arc-en-Ciel,44.876036,-0.585398,,33075,,ARC33R,1,0,BARCIEL
6651,Hastignan Bourg,44.89766,-0.745293,,33449,,HAS71R,1,0,BHASTIB
6652,Hastignan Bourg,44.89762,-0.744871,,33449,,HAS71A,1,0,BHASTIB
6653,Hilsz,44.900282,-0.704492,,33449,,HIL37R,0,0,BHILSZ
6654,Hilsz,44.900269,-0.704593,,33449,,HIL37A,0,0,BHILSZ
6655,Aimé Césaire,44.878003,-0.66423,,33162,,ACE72A,1,0,BACESAI
6656,Aimé Césaire,44.878093,-0.66397,,33162,,ACE72R,0,0,BACESAI
6661,Lycée Václav Havel,44.786049,-0.564053,,33039,,VHA43A,1,0,BVHAVEL
6671,ZA Magellan,44.778527,-0.663971,,33318,,ZAM24A,1,0,BZAMAGE
6672,Domion,44.85635,-0.62484,,33063,,DOM41A,1,0,BDOMIO2
6682,Gestform,44.855182,-0.675944,,33281,,GES71R,1,0,BGEFORM
6683,Les Aubiers,44.87326,-0.576716,,33063,,AUB84R,1,0,BAUBI84
6684,Les Aubiers,44.873084,-0.576312,,33063,,AUB84A,1,0,BAUBI84
6685,Place Ravezies,44.867012,-0.575684,,33063,,RAV45R,1,0,BRAVE45
6694,René Coty,44.840891,-0.653726,,33281,,COT01A,1,0,BMRCOTY
6701,Gambetta,44.842046,-0.579896,,33063,,GAM02A,1,0,BGAMCLE
6742,Carle Vernet,44.821294,-0.551765,,33063,,CVE11R,1,0,BCVERNE
6743,Carle Vernet,44.821175,-0.551264,,33063,,CVE11A,1,0,BCVERNE
6751,INRIA,44.808753,-0.600246,,33522,,INR08R,0,0,BINRIA
6752,INRIA,44.809112,-0.600294,,33522,,INR08A,1,0,BINRIA
6801,Berges du Lac,44.879561,-0.57334,,33063,,BER37R,1,0,BBERGLA
6802,Berges du Lac,44.879581,-0.573291,,33063,,BER37A,1,0,BBERGLA
6825,La Cité du Vin,44.860663,-0.554219,,33063,,BFL07R,1,0,BBFLOT
6827,La Cité du Vin,44.86053,-0.554134,,33063,,BFL07A,1,0,BBFLOT
6832,Place Ravezies (côté Parc Relais),44.867155,-0.575984,,33063,,RAV07A,1,0,BRAVESI
6835,La Cité du Vin,44.85933,-0.555591,,33063,,BFL45R,1,0,BBFLO45
6836,La Cité du Vin,44.859298,-0.555463,,33063,,BFL45A,1,0,BBFLO45
6837,Les Hangars,44.857622,-0.559386,,33063,,HAN45R,1,0,BHANGAR
6838,Les Hangars,44.85756,-0.559357,,33063,,HAN45A,0,0,BHANGAR
6851,Guesde (rue L. Blanc),44.858645,-0.536706,,33119,,GUE32R,1,0,BGUESDE
6852,Guesde (rue J. Guesde),44.858239,-0.537859,,33119,,GUE32A,0,0,BGUESDE
6854,Cenon Gare (Tram A),44.856609,-0.534132,,33119,,GCEN32,1,0,BGCENON
6895,Avenue de Braude,44.913727,-0.668747,,33519,,BRA37R,0,0,BBRAUDE
6896,Avenue de Braude,44.913625,-0.668816,,33519,,BRA37A,0,0,BBRAUDE
6901,Les Hangars (Médoc),44.855354,-0.562663,,33063,,HAN69A,0,0,BHANG69
6902,Quinconces (Jean Jaurès),44.843068,-0.569155,,33063,,QUI69A,0,0,BQUIN69
6903,Stalingrad (Parlier),44.84153,-0.563471,,33063,,STA69A,0,0,BSTAL69
6911,Rocquevielle,44.848038,-0.707253,,33281,,ROC11A,1,0,BROCQUE
6912,Rocquevielle,44.847962,-0.707121,,33281,,ROC11R,1,0,BROCQUE
6913,Bellevue,44.845619,-0.726452,,33281,,BEL11A,0,0,BBELVUE
6914,Bellevue,44.845564,-0.726208,,33281,,BEL11R,0,0,BBELVUE
6915,Hestigeac,44.843551,-0.737565,,33281,,HES11A,0,0,BHESTIG
6916,Hestigeac,44.843443,-0.737558,,33281,,HES11R,0,0,BHESTIG
6921,Marchegay,44.840909,-0.756253,,33273,,MAG11A,0,0,BMARCHE
6922,Marchegay,44.840716,-0.755315,,33273,,MAG11R,0,0,BMARCHE
6923,Colonel Bourgoin,44.841726,-0.763795,,33273,,BOR11A,0,0,BBOURGO
6924,Colonel Bourgoin,44.841467,-0.762397,,33273,,BOR11R,0,0,BBOURGO
6925,Maréchal Leclerc,44.842381,-0.769464,,33273,,LEC11A,1,0,BMARLEC
6926,Maréchal Leclerc,44.842214,-0.768807,,33273,,LEC11R,1,0,BMARLEC
6927,Martignas Centre,44.841029,-0.77529,,33273,,MAR11R,1,0,BMARCTR
6928,Martyrs,44.84385,-0.774517,,33273,,MTY11R,0,0,BMTYRS
6929,Martyrs,44.843953,-0.774397,,33273,,MTY11A,1,0,BMTYRS
6930,Pyrénées,44.845244,-0.775396,,33273,,PYR11R,1,0,BPYRENE
6931,Pyrénées,44.845324,-0.775427,,33273,,PYR11A,1,0,BPYRENE
6932,Collège Aliénor d'Aquitaine,44.846042,-0.780556,,33273,,ALI11A,1,0,BALIENO
6933,Collège Aliénor d'Aquitaine,44.846265,-0.77981,,33273,,ALI11R,1,0,BALIENO
6934,Sapinettes,44.843808,-0.786588,,33273,,SAP11R,1,0,BSAPINE
6935,Sapinettes,44.843879,-0.786605,,33273,,SAP11A,1,0,BSAPINE
6936,Nauplie,44.844104,-0.79084,,33273,,NAU11A,0,0,BNAUPLI
6937,Nauplie,44.844413,-0.792102,,33273,,NAU11R,1,0,BNAUPLI
6942,St Emilion,44.844552,-0.795393,,33273,,TMARTI,0,0,BTMARTI
6961,Arches de l'Estey,44.792643,-0.53488,,33039,,ARC11A,1,0,BARCHES
6962,Arches de l'Estey,44.792532,-0.534975,,33039,,ARC11R,1,0,BARCHES
6971,Carnot,44.958364,-0.603069,,33312,,CAR56R,1,0,BCARN58
6976,Hippodrome,44.87367,-0.629597,,33069,,TSUL02,1,0,BTSULKY
6981,Mérignac Soleil (Porte 1),44.831471,-0.655963,,33281,,MSO48A,1,0,BMSOLP1
6982,Avenue Ausone,44.870462,-0.593039,,33069,,AAU33R,1,0,BAAUSON
6983,Place Ozanam,44.849567,-0.615343,,33063,,OZA41R,1,0,BOZANA
6984,Place Ozanam,44.849669,-0.614412,,33063,,OZA41A,1,0,BOZANA
6993,Provinces,44.846965,-0.492619,,33013,,PRO80R,0,0,BPROV80
6994,Provinces,44.845652,-0.492524,,33013,,PRO80A,1,0,BPROV80
7002,Pas de la Côte,44.7811,-0.536521,,33550,,PDL36R,1,0,BPDLCOT
7003,Pas de la Côte,44.780774,-0.536007,,33550,,PDL36A,1,0,BPDLCOT
7004,Martignas Centre,44.840988,-0.775439,,33273,,MAR11A,1,0,BMARCTR
7009,Dalon,44.773067,-0.538039,,33550,,DAL89A,1,0,BDALON
7011,Domaine du Parc,44.775956,-0.55224,,33550,,DOP89A,0,0,BDOPARC
7012,Stade Wangermez,44.777918,-0.554566,,33550,,WAN89A,0,0,BWANGER
7014,La Morandière (rue de La Morandière),44.859327,-0.677622,,33200,,MOR30R,0,0,BMORAN
7015,Les Aulnes,44.86584,-0.679342,,33200,,BER30R,1,0,BBERLE3
7018,Jean Jaurès (rue de la Morandière),44.871334,-0.67865,,33200,,JJA30R,1,0,BJJAU30
7019,Villagexpo,44.87927,-0.697235,,33449,,VEX53R,1,0,BVEXPO
7020,Villagexpo,44.879753,-0.697356,,33449,,VEX53A,0,0,BVEXPO
7021,Courbet,44.877457,-0.696748,,33449,,COU53R,1,0,BCOUR53
7022,Courbet,44.876638,-0.696428,,33449,,COU53A,1,0,BCOUR53
7032,Auriol,44.840805,-0.684681,,33281,,AUR48A,0,0,BAURIOL
7033,Auriol,44.840726,-0.684891,,33281,,AUR48R,0,0,BAURIOL
7081,Lénine,44.795967,-0.557733,,33039,,LEN34R,1,0,BLENINE
7112,Parc de Mussonville,44.79457,-0.560277,,33039,,THO43A,0,0,BTHOMA
7113,Lénine,44.796329,-0.557123,,33039,,LEN34A,1,0,BLENINE
7151,Van Gogh,44.910589,-0.714318,,33376,,VAN03A,1,0,BVANGOG
7152,Châtaigniers,44.911593,-0.719078,,33376,,CHT03R,1,0,BCHAT03
7153,Châtaigniers,44.911629,-0.719322,,33376,,CHT03A,1,0,BCHAT03
7191,Stalingrad (rue de la Benauge),44.839435,-0.558816,,33063,,STA16R,1,0,BSTALIN
7211,Parc des Expositions Porte D,44.895131,-0.566179,,33063,,TEXP14,1,0,BEXPOSI
7221,Souge,44.855669,-0.784486,,33273,,TSOU88,0,0,BTSOUGE
7222,Cerisiers,44.854596,-0.774732,,33273,,CER88R,1,0,BCERISI
7223,Cerisiers,44.855017,-0.774786,,33273,,CER88A,1,0,BCERISI
7224,Terre Rouge,44.850187,-0.773967,,33273,,TRO88R,0,0,BTROU88
7225,Terre Rouge,44.850163,-0.773864,,33273,,TRO88A,1,0,BTROU88
7226,Genêts,44.850478,-0.777332,,33273,,GEN88R,0,0,BGENE88
7227,Genêts,44.850499,-0.777232,,33273,,GEN88A,0,0,BGENE88
7228,La Chênaie,44.849802,-0.781024,,33273,,CHE88R,1,0,BCHENAI
7229,La Chênaie,44.849786,-0.780985,,33273,,CHE88A,0,0,BCHENAI
7230,Chalets du Soleil,44.848252,-0.788167,,33273,,SOL88R,0,0,BSOLE88
7231,Chalets du Soleil,44.848192,-0.788062,,33273,,SOL88A,0,0,BSOLE88
7232,Margaux,44.846395,-0.792375,,33273,,MAR88R,0,0,BMARGAU
7233,Margaux,44.846567,-0.792108,,33273,,MAR88A,0,0,BMARGAU
7234,Verdun,44.843205,-0.786281,,33273,,VER88A,0,0,BVERD88
7235,Verdun,44.843013,-0.785584,,33273,,VER88R,0,0,BVERD88
7236,Les Ecoles,44.842334,-0.780382,,33273,,ECO88A,0,0,BECOLES
7237,Les Ecoles,44.842305,-0.779113,,33273,,ECO88R,0,0,BECOLES
7238,Martignas Centre,44.839416,-0.77793,,33273,,VAL82R,1,0,BVALERY
7239,Martignas Centre,44.839399,-0.777904,,33273,,VAL82A,1,0,BVALERY
7240,Girard,44.837558,-0.781935,,33273,,GIR82R,1,0,BGIRARD
7241,Girard,44.837506,-0.781881,,33273,,GIR82A,0,0,BGIRARD
7242,Les Pins,44.839887,-0.79898,,33273,,STJ82A,0,0,BSTJACQ
7243,Les Pins,44.839898,-0.798917,,33273,,STJ82R,0,0,BSTJACQ
7244,Sauternes,44.841288,-0.797263,,33273,,SAU82A,0,0,BSAUT82
7245,Sauternes,44.841185,-0.797383,,33273,,SAU82R,0,0,BSAUT82
7246,St Emilion,44.844868,-0.79511,,33273,,MAR82R,0,0,BTMARTI
7262,Redon,44.917367,-0.663036,,33519,,RED39R,0,0,BREDON
7264,Cracovie,44.871035,-0.57613,,33063,,CRA84A,1,0,BCRACOV
7265,Cracovie,44.870919,-0.576389,,33063,,CRA84R,1,0,BCRACOV
7271,Vercors,44.855652,-0.657082,,33281,,VER16A,1,0,BVERCOR
7272,Les Pins,44.855385,-0.658636,,33281,,LESPIN,1,0,BLESPIN
7281,Iris,44.86851,-0.522069,,33249,,IRIS93,1,0,BTIRIS
7282,Parc des Expositions Porte D,44.895121,-0.56647,,33063,,TEXP37,1,0,BEXPOSI
7283,Pichey,44.840931,-0.667017,,33281,,GOU34A,1,0,BGOUR34
7284,Pichey,44.840813,-0.667035,,33281,,GOU34R,1,0,BGOUR34
7285,Pablo Casals,44.846874,-0.666886,,33281,,CAS34A,1,0,BCASALS
7286,Pablo Casals,44.846819,-0.666933,,33281,,CAS34R,1,0,BCASALS
7287,Frères Robinson,44.850476,-0.655515,,33281,,ROB34A,0,0,BFREROB
7288,Frères Robinson,44.851209,-0.655437,,33281,,ROB34R,1,0,BFREROB
7291,Deveaux (rue Deveaux),44.848016,-0.62282,,33063,,RDE33A,1,0,BRDEVEA
7292,Stade Daugère,44.884736,-0.592559,,33075,,SDA15A,1,0,BSDAUGE
7293,Stade Daugère,44.884871,-0.592555,,33075,,SDA15R,1,0,BSDAUGE
7301,Les Pins,44.856504,-0.659405,,33281,,TLSP71,1,0,BTLSPIN
7302,Les Pins (av Magudas),44.857298,-0.659647,,33281,,LSP71R,1,0,BLSPINS
7303,Les Pins (av Magudas),44.857296,-0.659166,,33281,,LSP71A,1,0,BLSPINS
7321,Le Haillan Rostand,44.859,-0.666246,,33162,,HAY30A,0,0,BHAYRO
7322,Le Haillan Rostand,44.859693,-0.666266,,33200,,HAY30R,0,0,BHAYRO
7338,Bricaud,44.895429,-0.565323,,33063,,BRI25A,0,0,BBRICAU
7347,Faure - Brunet,44.865851,-0.561898,,33063,,LFA07R,1,0,BLFAUR
7348,Faure - Brunet,44.865857,-0.560871,,33063,,LFA07A,1,0,BLFAUR
7349,Le Haillan Rostand,44.858468,-0.668442,,33200,,TROS48,1,0,BTROSTA
7403,Les Pins (arrêt de descente),44.856107,-0.659139,,33281,,LESPI1,1,0,BLESPI1
7412,Socrate,44.808492,-0.662418,,33318,,SOC36A,0,0,BSOC36
7441,Lavignolle,44.883227,-0.566107,,33063,,LAV15R,0,0,BLAVGNO
7451,Centre Commercial du Lac,44.881969,-0.564303,,33063,,AUCH07,1,0,BAUCHAN
7452,Centre Commercial du Lac,44.88195,-0.564618,,33063,,AUCHAN,1,0,BAUCHAN
7453,Rue Richelieu,44.845895,-0.618211,,33063,,RIC74R,1,0,BRICHE2
7492,Langevin,44.851299,-0.660371,,33281,,LAN30R,1,0,BLANGVN
7493,Chemin des Vignes,44.922761,-0.727406,,33376,,CVI30R,1,0,BCVIGNE
7494,Chemin du Foin,44.920024,-0.716821,,33376,,CFO83A,1,0,BCFOIN
7495,Moulin à Vent,44.885565,-0.638493,,33162,,MVE72A,1,0,BMVENT
7496,Route de Cujac,44.919943,-0.724072,,33376,,RCU30R,0,0,BRCUJAC
7497,Collège Albert Camus (rue du Moulin à Vent),44.885685,-0.644168,,33162,,CCA02A,1,0,BCCAMUS
7498,Gambetta Mériadeck,44.839561,-0.583183,,33063,,MER02R,1,0,BGBTMER
7499,Le Plateau,44.885331,-0.646985,,33162,,TLP72A,1,0,BTLPLAT
7500,Gambetta Mériadeck,44.84105,-0.583392,,33063,,MER02A,1,0,BGAMMER
7501,Langevin,44.8514,-0.660568,,33281,,LAN30A,0,0,BLANGVN
7502,Chemin des Vignes,44.922978,-0.727903,,33376,,CVI30A,1,0,BCVIGNE
7503,Chemin du Foin,44.919986,-0.716869,,33376,,CFO83R,1,0,BCFOIN
7504,Les Campanules,44.917788,-0.72247,,33376,,RCU83A,0,0,BCPANUL
7505,Europe,44.892383,-0.664396,,33162,,TCANTI,1,0,BTCANTI
7506,Bedat,44.846612,-0.649715,,33281,,BED30R,1,0,BBEDAT
7507,Route de Cujac,44.920288,-0.724806,,33376,,RCU30A,1,0,BRCUJAC
7508,Les Campanules,44.917648,-0.72236,,33376,,RCU83R,1,0,BCPANUL
7509,Eysines Centre,44.8828,-0.648025,,33162,,DUM02A,1,0,BDUMON
7511,De Serres,44.890429,-0.653935,,33162,,SER72R,0,0,BSERRES
7512,Bedat,44.846649,-0.649679,,33281,,BED30A,1,0,BBEDAT
7513,Mairie de St Aubin,44.912771,-0.724002,,33376,,MAU30R,1,0,BMAUBIN
7514,Villepreux,44.912859,-0.737999,,33376,,VIL37A,0,0,BTVILLE
7515,Le Plateau,44.88498,-0.647254,,33162,,TLP72R,0,0,BTLPLAT
7516,Pas de la Tourte,44.920244,-0.733886,,33376,,PAT30R,1,0,BPATOUR
7517,Gasteboy,44.887578,-0.643074,,33162,,GAS72R,1,0,BGASTEB
7518,Faisan Doré,44.918785,-0.713973,,33376,,FAI83A,0,0,BFAISAN
7519,Gasteboy,44.888077,-0.64407,,33162,,GAS72A,0,0,BGASTEB
7520,Mounic,44.923789,-0.729796,,33376,,MOU30R,1,0,BMOUNIC
7521,Faisan Doré,44.918741,-0.713945,,33376,,FAI83R,0,0,BFAISAN
7523,Mairie de St Aubin,44.912882,-0.723109,,33376,,MAU30A,0,0,BMAUBIN
7524,Pic Vert,44.912426,-0.713552,,33376,,PIC83R,0,0,BPICVER
7525,Le Haillan Rostand,44.857768,-0.667256,,33281,,ROS30R,1,0,BROSTAN
7526,Collège Albert Camus (rue du Moulin à Vent),44.885481,-0.643508,,33162,,CCA72A,1,0,BCCAMUS
7528,Pas de la Tourte,44.92016,-0.73397,,33376,,PAT30A,1,0,BPATOUR
7529,De Serres,44.890506,-0.65408,,33162,,SER72A,0,0,BSERRES
7530,Eysines Bourg,44.889465,-0.648458,,33162,,EYS72A,0,0,BEYSINB
7531,Eysines Bourg,44.889154,-0.6475,,33162,,EYS72R,1,0,BEYSINB
7541,Le Rouzic,44.842246,-0.549848,,33063,,ROU45A,1,0,BROUZIC
7542,Le Rouzic,44.84231,-0.549814,,33063,,ROU45R,1,0,BROUZIC
7543,Ile de France,44.845849,-0.496844,,33013,,ILE63A,1,0,BILEFRA
7544,Ile de France,44.845878,-0.496795,,33013,,ILE63R,0,0,BILEFRA
7545,Taris,44.852051,-0.49253,,33013,,TAR63A,1,0,BTARIS
7546,Taris,44.85358,-0.493486,,33013,,TAR63R,1,0,BTARIS
7549,Les Naturelles,44.852405,-0.482682,,33013,,LES27R,0,0,BLESNAT
7550,Les Naturelles,44.852371,-0.482617,,33013,,LES27A,0,0,BLESNAT
7552,Blancherie,44.848448,-0.49959,,33013,,BLA80A,1,0,BBLAN80
7553,Blancherie,44.848388,-0.50008,,33013,,BLA80R,0,0,BBLAN80
7561,Villepreux,44.912804,-0.737488,,33376,,VIL37R,0,0,BTVILLE
7562,Cigales,44.915953,-0.713494,,33376,,CIG83A,0,0,BCIGAL
7563,Cigales,44.91606,-0.713527,,33376,,CIG83R,0,0,BCIGAL
7564,Europe,44.925264,-0.498601,,33003,,ROP07A,1,0,BEUROP7
7565,Europe,44.9247,-0.497931,,33003,,ROP07R,1,0,BEUROP7
7566,Halte TER La Gorp,44.928295,-0.497369,,33003,,GOR07A,1,0,BHALGOR
7567,Halte TER La Gorp,44.928111,-0.497497,,33003,,GOR07R,1,0,BHALGOR
7568,Halte TER Coty,44.9289,-0.494476,,33003,,HCO07R,1,0,BHALCOT
7570,Escarraguel (rue Cézanne),45.008921,-0.528769,,33004,,CEZ91R,1,0,BCEZANN
7571,Buttinière,44.86421,-0.524397,,33249,,BUTI93,1,0,BBUTT93
7573,Camping International (face à l'Entrée),44.897941,-0.583311,,33075,,CAM73R,1,0,BCAMPBX
7589,Lycée V Havel (arrêt de Descente),44.786049,-0.564053,,33039,,VHA89R,0,0,BVHAVEL
7592,Lachenal,45.003962,-0.527974,,33004,,BRGA92,1,0,BLACHEN
7593,10 mai 1981,45.007744,-0.52496,,33004,,MAI91,1,0,BMAI81
7594,Jean Moulin,45.007188,-0.530261,,33004,,LACH91,1,0,BJMOU91
7601,Jules Verne,44.776549,-0.530022,,33550,,SOV36A,1,0,BSOVI
7602,Jules Verne,44.77698,-0.53034,,33550,,SOV36R,1,0,BSOVI
7603,Le Bocage,44.779558,-0.533159,,33550,,COU36R,1,0,BCOURCE
7604,Le Bocage,44.77916,-0.532653,,33550,,COU36A,1,0,BCOURCE
7611,Issartier,44.846734,-0.72009,,33281,,ISS88A,0,0,BISSART
7612,Issartier,44.846681,-0.719782,,33281,,ISS88R,1,0,BISSART
7613,Rosa Parks,44.841207,-0.530718,,33167,,PAR10A,1,0,BPARKS
7614,Rosa Parks,44.841634,-0.530631,,33167,,PAR10R,0,0,BPARKS
7623,Parc des Expositions Porte D,44.895118,-0.566584,,33063,,TEXP73,1,0,BEXPOSI
7631,Chemin de Piétru,45.004442,-0.551139,,33004,,CPI91A,0,0,BCPIETR
7651,Jallère,44.895832,-0.550488,,33063,,JAL25R,1,0,BJALL25
7652,Jallère,44.895555,-0.550407,,33063,,JAL25A,1,0,BJALL25
7661,Collège Rosa Bonheur,44.874883,-0.590382,,33075,,ROS15A,1,0,BROSABO
7671,La Gardette (Bassens - Carbon Blanc),44.888783,-0.516825,,33249,,GAR07R,1,0,BGRDETT
7672,Centre Commercial Mériadeck,44.838713,-0.582938,,33063,,CMR01A,1,0,BCMERIA
7701,Mairie de Talence,44.808727,-0.587141,,33522,,ARN10A,1,0,BPARNO
7731,Tourny,44.844294,-0.578392,,33063,,TOU03R,1,0,BTOURNY
7742,Kaolack,44.817969,-0.665822,,33281,,KAO42A,1,0,BKAOLAC
7743,Kaolack,44.817742,-0.665883,,33281,,KAO42R,0,0,BKAOLAC
7751,Nigès,44.841233,-0.759467,,33273,,NIG11A,1,0,BNIGES
7752,Nigès,44.841082,-0.758621,,33273,,NIG11R,1,0,BNIGES
7772,La Cité du Vin,44.861603,-0.548766,,33063,,CVIN,0,0,BCITVIN
7781,Stade MATMUT Atlantique,44.894535,-0.565646,,33063,,STADE,0,0,BSTADE
7791,Stade Suzon,44.812074,-0.577568,,33522,,STS43A,0,0,BSTSUZO
7792,Stade Suzon,44.812084,-0.577796,,33522,,STS43R,1,0,BSTSUZO
7793,Talence Centre-Forum Terminus,44.813092,-0.591243,,33522,,FORU43,0,0,BFORUM3
7796,Centre Nautique,44.891825,-0.589323,,33075,,CNA73A,0,0,BCNAUTI
7797,Centre Nautique,44.891677,-0.589453,,33075,,CNA73R,0,0,BCNAUTI
7798,Beausite,44.852904,-0.527082,,33119,,CBE27R,0,0,BCBEAU2
7801,Médiathèque (côté Château Margaut),44.807073,-0.589238,,33522,,MED10R,1,0,BMEDIA
7802,Médiathèque,44.807051,-0.589085,,33522,,MED10A,1,0,BMEDIA
7811,Thales,44.848871,-0.700124,,33281,,THA11A,1,0,BTHALES
7812,Thales,44.848604,-0.701107,,33281,,THA11R,1,0,BTHALES
7813,Aéroparc (av Dassault),44.85007,-0.693373,,33281,,PHA11A,1,0,BPHARE
7814,Aéroparc (av Dassault),44.850006,-0.693116,,33281,,PHA11R,1,0,BPHARE
7821,Palais de Justice Terminus,44.835933,-0.583052,,33063,,PJU5S,1,0,BPJU5S
7831,St Albe,44.770998,-0.627358,,33192,,STA21R,1,0,BSTALBE
7832,St Albe,44.7711,-0.627288,,33192,,STA21A,1,0,BSTALBE
7833,Claveau,44.878193,-0.543756,,33063,,CLAV18,0,0,BCLAVEA
7834,Berges de la Garonne,44.885568,-0.54142,,33063,,BGA18A,0,0,BBGARO
7835,Berges de la Garonne,44.885344,-0.541673,,33063,,BGA18R,0,0,BBGARO
7851,Pacaris,44.796109,-0.579905,,33522,,PAC87A,1,0,BPACA87
7861,Faure - Balguerie,44.862641,-0.556625,,33063,,BAS32R,1,0,BBASFLO
7862,Faure - Balguerie,44.863267,-0.557336,,33063,,BAS32A,1,0,BBASFLO
7871,Collège Emile Zola,44.871426,-0.673713,,33200,,CZOL72,1,0,BZOLA72
7872,Gare de Bruges,44.887951,-0.612061,,33075,,GBRU72,1,0,BGARBRU
7874,Frankton Terminus,44.907239,-0.621738,,33056,,TFRA22,0,0,BTFRANK
7875,Gare de Blanquefort,44.917716,-0.624114,,33056,,GBL29R,1,0,BTGBL84
7876,Bernède,44.878432,-0.675794,,33200,,BER72A,1,0,BBERN72
7877,Bernède,44.878465,-0.675619,,33200,,BER72R,1,0,BBERN72
7878,Menespey,44.881246,-0.671123,,33200,,MEN72A,1,0,BMENESP
7879,Menespey,44.881272,-0.670859,,33200,,MEN72R,1,0,BMENESP
7881,Couqueou,44.883679,-0.667593,,33162,,COU72A,1,0,BCOUQUE
7882,Couqueou,44.883703,-0.667392,,33162,,COU72R,1,0,BCOUQUE
7883,Europe,44.89253,-0.664837,,33162,,CAN72A,0,0,BTCANT
7884,Caychac La Rivière,44.930582,-0.622307,,33056,,CAY57R,1,0,BCALARI
7885,Fongravey,44.914583,-0.630064,,33056,,FON57A,0,0,BFONGRA
7886,Fongravey,44.914513,-0.630554,,33056,,FON57R,0,0,BFONGRA
7887,La Naoude,44.960452,-0.619237,,33312,,NAO76R,0,0,BNAOUD
7889,Landegrand,44.960172,-0.62535,,33312,,LAN76R,0,0,BLANDGR
7901,Parc des Expositions,44.893494,-0.565504,,33063,,PEX15A,0,0,BPEXPOS
7922,Quinsus,44.951962,-0.497932,,33003,,QNSUSR,1,0,BQUINSU
7923,St Denis,44.945773,-0.490985,,33003,,SDE07A,1,0,BDENIS
7924,St Denis,44.945455,-0.490483,,33003,,SDE07R,1,0,BDENIS
7925,Parc Marceau,44.857829,-0.591572,,33069,,PMA29R,0,0,BPMARCE
7932,Biblanque,44.879175,-0.646445,,33162,,BIB05A,1,0,BBIBLAN
7933,19 Mars 1962,44.87748,-0.643154,,33162,,19M05A,1,0,BMARS62
7934,19 Mars 1962,44.878181,-0.641589,,33162,,19M02A,1,0,BMARS62
7935,19 Mars 1962,44.876684,-0.641593,,33162,,19M05R,1,0,BMARS62
7936,Le Derby,44.875608,-0.639229,,33162,,DER05A,1,0,BDERBY
7937,Le Derby,44.875453,-0.639016,,33162,,DER05R,1,0,BDERBY
7938,Le Grand Caillou,44.882938,-0.6367,,33162,,GDC78A,1,0,BGDCAIL
7939,Le Grand Caillou,44.883004,-0.636337,,33162,,GDC78R,0,0,BGDCAIL
7941,Picot,44.88133,-0.640386,,33162,,BLA02A,1,0,BBLANC2
7942,Picot,44.881008,-0.640568,,33162,,BLA05R,1,0,BBLANC2
7951,Barrière du Médoc (av d'Eysines),44.853253,-0.594548,,33063,,BME05R,1,0,BBMEDO
7981,Nansouty,44.819064,-0.572365,,33063,,NAN05R,1,0,BNANSTY
7982,Nansouty,44.81894,-0.572294,,33063,,NAN05A,1,0,BNANSTY
8001,Fayzeau,44.823864,-0.479519,,33065,,FAY62A,1,0,BFAYZEA
8002,Fayzeau,44.823597,-0.480288,,33065,,FAY62R,0,0,BFAYZEA
8003,La Belle Etoile,44.825071,-0.476086,,33065,,BETOIL,1,0,BBETOIL
8041,Arena,44.825182,-0.533598,,33167,,CRI62A,1,0,BCRISTO
8042,Arena,44.825009,-0.533384,,33167,,CRI62R,1,0,BCRISTO
8051,Ferme de Baugé,44.773937,-0.583858,,33550,,BAU87A,1,0,BBAUGE
