stop_id,stop_name,stop_lat,stop_lon,stop_desc,zone_id,stop_url,stop_code,wheelchair_boarding,location_type,parent_station
1671,Avenue de l'Université,44.801292,-0.594654,,33522,,AVU21R,1,0,BAUNIV
1672,Résidence Meignan,44.903232,-0.509349,,33032,,MEI90R,1,0,BMEIGNA
1673,Eglise de Gradignan,44.772377,-0.614389,,33192,,EGR42R,1,0,BEGGRA
1675,Noliquet,45.003613,-0.512517,,33004,,NOL92R,1,0,BNOLIQU
1676,La Roseraie,44.897172,-0.521422,,33032,,ROS90R,1,0,BROSERA
1677,19 Mars 1962,45.012229,-0.535839,,33004,,19M91R,0,0,B19MA91
1679,Troubadis,45.02039,-0.538261,,33004,,TRO92A,0,0,BTROUBA
1682,Lacone,45.000701,-0.500241,,33004,,LAC92R,0,0,BLACONE
1683,Mirambeau,45.025051,-0.567011,,33004,,MIR92R,0,0,BMIREMB
1684,Beauregard,45.009206,-0.523476,,33004,,BRG92R,1,0,BBRGARD
1687,Clarines,44.820051,-0.665831,,33281,,CLA75R,0,0,BCLARI
1691,Chemin Bon Air,44.824262,-0.6502,,33281,,BON75R,0,0,BBONAI
1692,Tourny,44.845632,-0.577692,,33063,,TOU51A,1,0,BTOURN
1693,Vassivey,44.952519,-0.609611,,33312,,LAN58A,1,0,BLANDEG
1694,Terrefort,44.924295,-0.634867,,33056,,TER58R,1,0,BTERRFO
1695,Acacias,44.835734,-0.685932,,33281,,ACA73A,0,0,BACAC73
1696,Lindbergh,44.835132,-0.690212,,33281,,LIN73A,0,0,BLINDB
1697,Martyrs de la Libération,44.835793,-0.68225,,33281,,MLI73A,0,0,BMLIBE
1698,Bois Vert,44.927748,-0.50331,,33003,,BOI94A,1,0,BBOISVE
1699,Jean Macé,44.841905,-0.659885,,33281,,JMA73A,1,0,BJMACE
1700,Bourranville,44.839311,-0.630226,,33281,,BOU50R,1,0,BBOURAN
1701,Beaujet,44.946798,-0.511379,,33003,,BEA93R,0,0,BBEAUJE
1702,Château Rouquey,44.828105,-0.67193,,33281,,ROU49A,1,0,BCHROUQ
1703,Allée Vieille,44.878653,-0.736379,,33449,,AVI53R,0,0,BAVIEIL
1706,La Chênaie,44.919672,-0.515287,,33032,,BCH90A,0,0,BBCHENA
1708,Caychac Bourg,44.929533,-0.635118,,33056,,CAY58R,0,0,BCAYBO
1710,Pomme d'Or,44.91354,-0.517972,,33032,,BPD90R,1,0,BBPDOR
1711,Chemin Bon Air,44.824322,-0.650292,,33281,,BON75A,0,0,BBONAI
1713,Maréchal Foch,44.801629,-0.654059,,33318,,MFO46A,1,0,BFOCH46
1715,Hôpital Pellegrin (entrée Est),44.829447,-0.602991,,33063,,CHR41R,1,0,BCHRPE1
1716,Nuyens,44.846049,-0.564746,,33063,,NUY91A,1,0,BNUYENS
1717,Place Meignan,44.902277,-0.506221,,33032,,MEI95R,1,0,BPMEIGN
1718,Floirac Libération,44.839025,-0.531898,,33167,,FLI06R,1,0,BFLIBE
1719,Les Plateaux,44.840146,-0.507661,,33167,,PLA06R,0,0,BPLATEA
1721,Arena,44.826856,-0.533374,,33167,,MCRIT,1,0,BMCRIT
1722,Professeur Vincent,44.8858,-0.521101,,33249,,VIN03A,1,0,BVINCE
1723,La Morlette,44.855357,-0.518785,,33119,,MORL5,1,0,BMORLE
1724,Lavoir,44.91445,-0.514846,,33032,,LAV74R,0,0,BLAVOIR
1726,André Ricard,44.85955,-0.539703,,33063,,ARI03A,1,0,BARICAR
1731,Lot. de la Vieille Eglise,44.944464,-0.594218,,33312,,VIE58A,1,0,BVIEEGL
1732,La Galliasse,44.991924,-0.486165,,33487,,GAL92R,1,0,BGALIAS
1735,Jeanne d'Arc,44.802908,-0.54559,,33039,,ARC02R,0,0,BJDARC
1736,Rue de Macau,44.954242,-0.606777,,33312,,RMA58R,1,0,BRMACAU
1741,St Louis de Montferrand (Victor Hugo),44.956258,-0.533919,,33434,,VHU91R,0,0,BVHUMFD
1742,La Lande,44.866418,-0.498176,,33013,,LAL63R,1,0,BLALAND
1743,Eglise Romane,44.857802,-0.495903,,33013,,EGR63R,1,0,BEGROMA
1745,Chemin Long,44.829125,-0.663713,,33281,,CLO49A,1,0,BCLONG
1747,Mérignac Soleil (Porte 4),44.830213,-0.659136,,33281,,MSO01A,1,0,BMERSOL
1749,Barrière d'Ornano,44.830961,-0.597984,,33063,,BAOR9R,1,0,BBAROR
1751,Le Petit Marais,44.964189,-0.482231,,33487,,PMA92R,1,0,BPMARAI
1754,Ste Germaine,44.87041,-0.613797,,33069,,RME76A,1,0,BRMEDOK
1755,La Renney,44.912395,-0.625305,,33056,,AND58R,1,0,BANDRIA
1756,Barrière Saint Médard,44.848633,-0.597229,,33063,,BSM09A,1,0,BBSMED
1757,Barrière de Pessac (Bd George V),44.825936,-0.590089,,33063,,BPE09A,1,0,BBPESS2
1758,Barrière St Augustin,44.833725,-0.59863,,33063,,PECH9A,1,0,BPECHEU
1763,Château Dillon,44.919532,-0.634989,,33056,,LAG58R,1,0,BLYCAGR
1764,Champ de Courses - Treulon,44.876248,-0.621601,,33069,,HIP56R,0,0,BHIPPO
1767,Village 2,44.803029,-0.612753,,33318,,V234A,1,0,BVILLA2
1768,Ausone,44.801284,-0.617047,,33318,,AUS34A,1,0,BAUSO34
1769,Tour de Gassies,44.881199,-0.628677,,33075,,TGA56A,1,0,BTGASSI
1770,Charles Perrens,44.823808,-0.599843,,33063,,CHP08R,1,0,BCPERRE
1771,Boulevard George V,44.827591,-0.591841,,33063,,GEO47R,0,0,BGEORGV
1772,Pablo Neruda,44.947788,-0.596221,,33312,,PAN58A,1,0,BPANERU
1773,Rue de Bordeaux,44.942907,-0.60724,,33312,,RBO58A,1,0,BRBORDE
1774,Mickaëlis,44.936627,-0.480861,,33003,,MIC93R,1,0,BMICKAE
1775,Chemin du Roy,44.899253,-0.727682,,33449,,CHR53R,1,0,BCHROY
1776,Mickaëlis,44.936727,-0.480842,,33003,,MIC93A,1,0,BMICKAE
1777,Mairie du Haillan,44.872606,-0.677542,,33200,,MHA52A,1,0,BMHAILL
1778,Sauternes,44.856263,-0.488699,,33013,,SAU63A,0,0,BSAUTER
1779,Village de Magudas,44.864065,-0.728742,,33449,,VMA53A,0,0,BVMAGUD
1780,Julien,44.865446,-0.714157,,33449,,JUL53R,0,0,BJULIEN
1781,Ecole Arnaud Lafon,44.828383,-0.667591,,33281,,ALA49A,0,0,BALAFON
1784,Ducourneau,44.868732,-0.591915,,33069,,DUC27R,1,0,BDUCOUR
1785,Carbon Blanc Centre,44.893899,-0.500689,,33096,,CBL93A,1,0,BCBLANC
1786,Renaudel,44.86881,-0.615873,,33069,,REN76R,1,0,BRENAUD
1788,Mairie de Blanquefort,44.909009,-0.63073,,33056,,REP58A,0,0,BMBLANQ
1790,Avenue de Bordeaux,44.887199,-0.507066,,33249,,ABO94A,0,0,BABORDE
1795,Ecole Arnaud Lafon,44.828448,-0.666987,,33281,,ALA49R,1,0,BALAFON
1796,Provinces,44.849885,-0.495195,,33013,,PRO63A,0,0,BPROVIN
1799,Vialle,44.817408,-0.507076,,33065,,VIA07R,0,0,BVIALL
1800,Dupas,44.828619,-0.540564,,33063,,DUP06R,0,0,BDUPAS
1801,Stade Chaban Delmas,44.829622,-0.595935,,33063,,CDEL9R,1,0,BCDELM
1802,St Louis de Montferrand (Victor Hugo),44.956332,-0.53386,,33434,,VHU91A,0,0,BVHUMFD
1804,Xaintrailles,44.827637,-0.592946,,33063,,XAIN9R,1,0,BXAINTR
1805,Quai Dupeyron,44.871848,-0.537551,,33249,,DUP03R,1,0,BDUPEY
1807,Mattéoti,44.831096,-0.545128,,33063,,MAT06R,0,0,BMATTE
1808,Grand-Lebrun,44.850791,-0.607073,,33063,,LBR02A,1,0,BLBRUN
1809,Lormont Bas (A. Briand),44.877037,-0.534506,,33249,,BRI03A,1,0,BBRIAN
1811,Sembat,44.833338,-0.549411,,33063,,SEM06R,0,0,BSEMBA
1815,Les 3 Tours,44.78661,-0.604927,,33192,,3TO42R,1,0,B3TOUR
1818,Collège Claude Massé,44.928711,-0.482716,,33003,,CMA07A,1,0,BCMASSE
1820,René Coty,44.926685,-0.492105,,33003,,RCO93A,1,0,BRCOT93
1821,Mairie d'Ambarès,44.926981,-0.490157,,33003,,MAM93R,0,0,BMAMBAR
1822,Ausone,44.801017,-0.616941,,33318,,AUS34R,1,0,BAUSO34
1823,Sabarèges,44.928867,-0.506958,,33003,,SAG94A,1,0,BSABARG
1825,Charles Perrault,44.865039,-0.4979,,33013,,CHP63R,1,0,BCHPERR
1826,La Lande,44.866652,-0.49847,,33013,,LAL63A,1,0,BLALAND
1827,Eglise Romane,44.857851,-0.496084,,33013,,EGR63A,1,0,BEGROMA
1828,Quai de Vial (Everite),44.92028,-0.544387,,33032,,QVI91A,1,0,BQVIAL
1829,Croix Blanche,44.84361,-0.589243,,33063,,CBL10A,0,0,BCBLAN
1830,Fauvettes,44.860593,-0.49799,,33013,,FAU63R,1,0,BFAUVE2
1831,Collège Claude Massé,44.928341,-0.482998,,33003,,CMA07R,1,0,BCMASSE
1833,Rue de Bordeaux,44.942785,-0.607385,,33312,,RBO58R,1,0,BRBORDE
1834,Place de l'Eglise,44.948859,-0.605732,,33312,,EGL58R,1,0,BEGLI58
1837,Jean Prat,44.932305,-0.503125,,33003,,PRA92R,1,0,BJPRAT
1838,La Baranquine,44.898677,-0.531926,,33032,,BAR91R,1,0,BBARANQ
1840,Du Roy,44.953334,-0.512144,,33003,,LES93A,0,0,BLEST93
1841,Tournesol,44.819848,-0.696641,,33281,,TES49A,1,0,BTESOL
1844,Versant,44.832205,-0.514523,,33167,,VER06R,1,0,BVERSA
1845,Rue de la Vieille Eglise,44.945871,-0.595577,,33312,,RVE58R,1,0,BRVEGLI
1846,Mairie d'Artigues,44.859998,-0.492011,,33013,,MAR64R,1,0,BMARTIG
1848,Baraille,44.95589,-0.513142,,33003,,BAR93R,0,0,BBARAIL
1849,Ausone,44.896318,-0.509424,,33096,,AUS95A,1,0,BAUSO95
1850,Maréchal Juin,44.774352,-0.597751,,33192,,JUI80R,1,0,BMJUI80
1851,Paulin de Nole,44.954479,-0.496998,,33003,,PNO93R,0,0,BPNOLE
1853,Ambarès Eglise,44.924554,-0.484221,,33003,,AMB94A,0,0,BAMBAR
1859,Mairie de Bassens,44.899428,-0.515654,,33032,,8MA90A,0,0,B8MA90
1860,Clairière de Lormont,44.881117,-0.495315,,33249,,CLL66R,0,0,BCLLORM
1862,Le Fronton,44.946836,-0.489274,,33003,,FRO92R,0,0,BFRONTO
1866,Moussard,44.856997,-0.657043,,33281,,MOU82A,1,0,BCPINS
1867,Merle,44.959081,-0.507402,,33003,,MRL93R,0,0,BMERL93
1868,La Vache,44.873375,-0.590754,,33075,,JJA27R,1,0,BLAVACH
1870,Templiers,44.928217,-0.47718,,33003,,TEM94A,1,0,BTEMPLI
1872,Monnet,44.772727,-0.582832,,33550,,MOE21A,1,0,BMONNE
1873,Pierre Curie,44.761818,-0.570663,,33550,,CUR21R,0,0,BCURI21
1874,Monnet,44.772642,-0.582674,,33550,,MOE21R,1,0,BMONNE
1878,Louis Blanc,44.864179,-0.594741,,33069,,LBL57R,1,0,BLBLAN
1881,Mélac,44.823219,-0.500031,,33065,,ETO07R,1,0,BBETOI
1882,Le Petit Marais,44.964073,-0.482198,,33487,,PMA92A,0,0,BPMARAI
1884,La Prairie,44.867262,-0.498013,,33013,,LAP67A,1,0,BLAPRAI
1885,Castelneau,44.926109,-0.545859,,33434,,CAS91R,0,0,BCASTE2
1888,Docteur Couaillac,45.010619,-0.534607,,33004,,COU91R,1,0,BCOUAIL
1889,Fort Lajard,45.017352,-0.577169,,33004,,FLA92A,0,0,BFLAJAR
1891,Jourdane,44.947554,-0.537545,,33434,,JOU91R,1,0,BJOURDA
1896,Les Prés de Jourdanne,44.944674,-0.534292,,33434,,JOU92R,1,0,BPJOURD
1898,Beauvais,44.949958,-0.487705,,33003,,CHE92R,0,0,BBEAUVA
1906,Les Prés de Jourdanne,44.944312,-0.533204,,33434,,JOU92A,1,0,BPJOURD
1907,Mairie de Bassens,44.900335,-0.516053,,33032,,8MA90R,1,0,B8MA90
1908,Péguy,44.913952,-0.512062,,33032,,PEG74A,1,0,BPEGU74
1909,Le Fourat,45.018378,-0.535503,,33004,,FOU92A,0,0,BFOURAT
1910,Labourets,44.918469,-0.517444,,33032,,LAB90R,1,0,BLABOUR
1912,Troubadis,45.020371,-0.538285,,33004,,TRO92R,0,0,BTROUBA
1913,Le Bousquet,44.960213,-0.533686,,33434,,BOU91R,1,0,BBOUSQU
1914,La Gare de la Chapelle,45.006161,-0.548948,,33004,,CHA91R,0,0,BCHAPEL
1915,La Bousquette,45.001311,-0.504064,,33004,,BOU92R,0,0,BBOUSQE
1917,Lycée Sud Médoc,44.903338,-0.712025,,33449,,LSM71,0,0,BLSMSM
1920,Beaujet,44.946808,-0.511329,,33003,,BEA93A,0,0,BBEAUJE
1922,Bois Fleuri,44.87648,-0.518285,,33249,,BFL32R,1,0,BBFLEU
1923,Richelieu,44.908565,-0.534997,,33032,,DOU91R,1,0,BRICH99
1925,Mairie du Bouscat,44.865648,-0.605861,,33069,,LIB76A,1,0,BLIBE76
1926,Les Garouilles,44.958469,-0.500217,,33003,,GRO93A,0,0,BGARO93
1929,St Bruno - Hôtel de Région,44.838515,-0.589893,,33063,,HRE01R,1,0,BHREGIO
1930,Jamois,44.991585,-0.543375,,33004,,JAM91A,0,0,BJAMOIS
1932,Résidence Meignan,44.903335,-0.509254,,33032,,MEI90A,1,0,BMEIGNA
1933,De Lattre de Tassigny,44.904926,-0.625786,,33056,,LAT58A,1,0,BLATASS
1934,4 Pavillons (vers Rocade),44.86527,-0.515124,,33119,,4PA32A,1,0,B4PAVI
1936,Avenue de Grandjean,44.942752,-0.5102,,33003,,GRA93R,1,0,BGRANDJ
1937,La Gare de la Chapelle,45.006305,-0.548678,,33004,,CHA91A,0,0,BCHAPEL
1943,Saint Seurin,44.843645,-0.586775,,33063,,SEU51A,1,0,BSEURI
1944,Stade Stéhélin,44.857545,-0.621103,,33063,,STE52A,0,0,BSTEHEL
1945,Avenue de Grandjean,44.943107,-0.510666,,33003,,GRA93A,0,0,BGRANDJ
1949,Delattre,44.890023,-0.607123,,33075,,DEL27R,0,0,BDELATR
1954,Vignau Anglade (Clos Favol),44.895368,-0.50726,,33096,,VAN95R,1,0,BVANGLA
1956,Vassivey,44.952461,-0.609455,,33312,,LAN58R,1,0,BLANDEG
1957,Ste Bernadette,44.823061,-0.624427,,33281,,SBE48R,0,0,BSBERNA
1958,Bonnet,45.015544,-0.533075,,33004,,BON92A,0,0,BBONNET
1959,Mandron,44.859686,-0.589055,,33063,,MAN09A,1,0,BMANDRO
1961,Montoya,44.947302,-0.593156,,33312,,MYA58A,1,0,BMONTOY
1963,Rue des Ecus,44.870339,-0.597949,,33069,,ECU57A,1,0,BECUS
1964,Berges du Lac,44.879158,-0.568219,,33063,,JOU31A,1,0,BJOURN
1965,Journu Auber,44.859437,-0.569106,,33063,,JOU01A,1,0,BJURNU
1967,Louis Blanc,44.864397,-0.594691,,33069,,LBL57A,1,0,BLBLAN
1969,La Fontaine,44.811516,-0.66416,,33318,,LAF80R,1,0,BLFONT
1971,Paul Doumer,44.851982,-0.573624,,33063,,PDO01R,1,0,BPDOUM
1973,Allard,44.877822,-0.591457,,33075,,ALL36R,1,0,BALLAR
1974,Grangeneuve,44.804499,-0.636686,,33318,,GRA45A,1,0,BGRANGE
1975,Rue des Ecoles,44.880049,-0.59146,,33075,,ECO36A,0,0,BECO36
1976,Château Pomerol,44.891258,-0.516359,,33032,,CHA90R,1,0,BCHAPOM
1977,Rue de la Gare,44.946276,-0.609792,,33312,,RUG58A,1,0,BRUGARE
1978,Avenue du Truc,44.843756,-0.645564,,33281,,TRU36R,1,0,BTRUC
1979,Rue de la Vieille Eglise,44.946318,-0.595428,,33312,,RVE58A,1,0,BRVEGLI
1981,Domaine de Pelus,44.830692,-0.684955,,33281,,DPELU,0,0,BPELUS
1983,Tarrey,44.950898,-0.490784,,33003,,TAR93A,0,0,BTARREY
1984,La Blanche,44.944924,-0.511059,,33003,,LAB93R,0,0,BLABLAN
1987,Maréchal Gallieni,44.897616,-0.508846,,33096,,GAL95A,1,0,BGALI95
1988,Peychaud,44.951633,-0.492936,,33003,,PEY93A,0,0,BPEYCHA
1994,Yvan Bric,44.948096,-0.600365,,33312,,YVB58R,1,0,BYVBRIC
1995,Vergers,44.914514,-0.493414,,33096,,VER93A,1,0,BVERGER
1996,Moulin du Gua,44.93372,-0.507401,,33003,,MGU92R,1,0,BMGUA
1997,Colette,44.83471,-0.636414,,33281,,COL49R,0,0,BCOLETT
1998,Mairie de Blanquefort,44.907883,-0.62963,,33056,,MBL58R,1,0,BMBLANQ
2000,Pierre Curie,44.853276,-0.498535,,33013,,PCU63A,1,0,BPCURI
2002,Du Roy,44.95328,-0.512166,,33003,,LST93R,0,0,BLEST93
2004,Mairie du Bouscat,44.865417,-0.606302,,33069,,LIB76R,1,0,BLIBE76
2006,Ambarès Centre,44.92665,-0.486927,,33003,,AMB93A,1,0,BAMBCEN
2009,Liberté,44.939706,-0.49218,,33003,,LIB92A,1,0,BLIBE92
2010,République,44.908843,-0.631417,,33056,,REP58R,1,0,BREPU58
2011,La Bousquette,45.001369,-0.504233,,33004,,BOU92A,0,0,BBOUSQE
2012,Collège de Blanquefort,44.906335,-0.627907,,33056,,COL58R,1,0,BCOLBLQ
2013,Barre,44.931873,-0.480451,,33003,,BRE93A,1,0,BBARE
2017,Barot,44.959282,-0.504749,,33003,,BRT93A,1,0,BBAROT
2019,Europe,44.924926,-0.496753,,33003,,EUR07R,1,0,BEUROPE
2020,Docteur Férié,44.900547,-0.711104,,33449,,DFE55R,1,0,BDFERIE
2024,Lauba,44.895648,-0.730892,,33449,,LAU71R,0,0,BLAUBA
2028,Futaies,44.908333,-0.49535,,33096,,FUT93A,1,0,BFUTAIE
2029,Les Garouilles,44.958392,-0.500098,,33003,,GRO93R,0,0,BGARO93
2031,Les Echoppes,44.810504,-0.620654,,33318,,ECH45A,1,0,BECHOP
2032,Cimetière de Saint Médard,44.895474,-0.726417,,33449,,CIM71A,1,0,BCIMSME
2036,Rousseau,44.895689,-0.723489,,33449,,ROU71A,1,0,BROUS71
2038,Durandeau,44.957799,-0.512894,,33003,,DUR93A,0,0,BDURDEA
2042,Courtefesse,44.949838,-0.511849,,33003,,CFE93A,0,0,BCFESSE
2046,Maréchal Joffre,44.853381,-0.531914,,33119,,JOF08A,0,0,BJOFFR
2047,Boulevard Pierre 1er,44.858946,-0.589058,,33063,,PIE27A,0,0,BPIER1E
2048,Emile Combes,44.84727,-0.533633,,33119,,ECO08A,1,0,BECOMB
2050,Rue de l'Amitié,44.863311,-0.509805,,33119,,AMI62A,1,0,BAMITIE
2053,Général de Gaulle,44.908902,-0.638689,,33056,,GGA37A,1,0,BGGAU37
2056,Le Tillac,44.919087,-0.493585,,33003,,TIL93A,0,0,BTILLAC
2058,Volta,44.85322,-0.670405,,33281,,GUE72R,1,0,BVOLT38
2059,Toutaud,44.893942,-0.516718,,33032,,TOU90R,1,0,BTOUTAU
2060,Boulevard Pierre 1er,44.859979,-0.589454,,33069,,PIE27R,0,0,BPIER1E
2066,La Roseraie,44.897166,-0.521345,,33032,,ROS90A,1,0,BROSERA
2068,Les Renardeaux,44.849134,-0.665881,,33281,,RNEAUX,1,0,BTRENAR
2070,Marronniers,44.861737,-0.589997,,33069,,MAR27R,0,0,BMRRON
2071,Terrasson,44.916329,-0.493007,,33096,,TER93A,0,0,BTERRAS
2072,Courtefesse,44.949458,-0.511889,,33003,,CFE93R,1,0,BCFESSE
2074,Blanqui,44.8416,-0.541852,,33167,,BLQ27A,1,0,BBLANKI
2076,Somme,44.906448,-0.517096,,33032,,SOM90A,0,0,BSOMMB
2077,Poirson,44.857426,-0.587035,,33063,,POI27A,0,0,BPOIRSO
2078,Côte de la Garonne,44.890111,-0.529511,,33032,,QFR91A,1,0,BQFRANC
2079,Meunier,44.899983,-0.520317,,33032,,MEU90A,1,0,BMEUNIR
2080,Collège Manon Cormier,44.901642,-0.510049,,33032,,MAC90A,1,0,BMACOR
2081,Frachon,45.013306,-0.536555,,33004,,EXU91A,1,0,BEXUP91
2090,Richelieu,44.908578,-0.534896,,33032,,DOU91A,0,0,BRICH99
2093,St Exupéry,45.0115,-0.539211,,33004,,GEN91A,1,0,BGENDAR
2095,Moulin Rouge,44.839943,-0.602829,,33063,,MRO13A,1,0,BMROUG
2097,Tout y Faut,44.864584,-0.489445,,33013,,TYF64R,1,0,BTYFAUT
2098,Caychac Eglise,44.930618,-0.637218,,33056,,CEG77A,1,0,BCAYEGL
2099,La Gorp,44.929724,-0.495783,,33003,,LAG92A,1,0,BLAGORP
2103,Barot,44.959345,-0.504473,,33003,,BRT93R,1,0,BBAROT
2104,Clarines,44.819507,-0.665922,,33281,,CLA75A,0,0,BCLARI
2105,Cimetière Intercommunal,44.81508,-0.680107,,33281,,CIM75A,1,0,BCIM75
2107,Blanqui,44.841185,-0.542168,,33167,,BLQ27R,0,0,BBLANKI
2113,Sybille,44.918214,-0.518075,,33032,,SYB90A,1,0,BSYBILL
2114,La Paix,44.838929,-0.535489,,33167,,PAI06R,1,0,BPAIX
2118,Noliquet,45.003651,-0.512456,,33004,,NOL92A,0,0,BNOLIQU
2121,Alphonse Dupeux,44.830406,-0.587019,,33063,,DAN10R,1,0,BDANDI
2123,La Baranquine,44.898902,-0.531928,,33032,,BAR91A,1,0,BBARANQ
2126,Marronniers,44.861641,-0.589915,,33069,,MAR27A,0,0,BMRRON
2127,Castelneau,44.925895,-0.545782,,33434,,CAS91A,0,0,BCASTE2
2128,Bernatet,44.934594,-0.511389,,33003,,BNT92A,1,0,BBERNAT
2129,Chemin de la Vie,44.944072,-0.490346,,33003,,CHE07A,1,0,BCHEVIE
2130,Caychac Eglise,44.93026,-0.636852,,33056,,CAY77R,0,0,BCAYEGL
2131,Cailleau,44.903613,-0.51811,,33032,,CAI90A,1,0,BCAILAU
2133,Le Printemps,44.951477,-0.606167,,33312,,PTE58A,1,0,BPRINTE
2134,Jean Jaurès,44.89666,-0.517395,,33032,,JJA90R,1,0,BJJAU90
2136,Liberté,44.905619,-0.508256,,33032,,LIB90A,0,0,BLIBE90
2137,Virecourt,44.854426,-0.499811,,33013,,VIR63A,1,0,BVIREC
2139,Sadi Carnot,44.864148,-0.590405,,33069,,SCA27A,0,0,BSCARNO
2140,Dufresne,44.989466,-0.541679,,33004,,DUF91A,0,0,BDUFRES
2142,Collège Manon Cormier,44.899983,-0.507789,,33096,,COM95A,1,0,BCOMACO
2143,Maréchal Foch,44.932066,-0.473701,,33003,,MFO94R,1,0,BMFOC94
2144,Clos Saint Pierre,44.925725,-0.482505,,33003,,CSP94A,1,0,BCSPIER
2145,Barre,44.931237,-0.480894,,33003,,BRE93R,1,0,BBARE
2146,Ambarès Centre,44.926789,-0.487075,,33003,,AMB93R,1,0,BAMBCEN
2147,Domaine d'Hostein,44.927496,-0.478898,,33003,,DHO94R,0,0,BDHOSTE
2148,Maréchal Foch,44.932294,-0.473614,,33003,,MFO94A,1,0,BMFOC94
2150,Domaine d'Hostein,44.927666,-0.478655,,33003,,DHO94A,0,0,BDHOSTE
2151,La Grave d'Ambarès,44.930321,-0.473885,,33003,,GRA94A,0,0,BGRAVAM
2156,Beauvais,44.949631,-0.487798,,33003,,CHE92A,1,0,BBEAUVA
2157,Maréchal Joffre,44.899216,-0.514652,,33032,,MJO90R,1,0,BMJOFFR
2158,Chemin de la Vie,44.943284,-0.490741,,33003,,CHE07R,1,0,BCHEVIE
2159,Frères Lumière,44.891136,-0.637916,,33162,,FLU56A,1,0,BFLUMIE
2160,Pont de Peyre,44.971173,-0.479681,,33487,,PTP92A,0,0,BPOTPEY
2161,Gare d'Orléans,44.842426,-0.56335,,33063,,GAR91A,1,0,BGAREOR
2164,Fonfrède,44.825057,-0.572645,,33063,,FON20A,0,0,BFONFR
2166,Beauval,44.905508,-0.503202,,33032,,BEA95R,1,0,BBEAU95
2167,Base sous-marine,44.872894,-0.559239,,33063,,TOUR9A,1,0,BTOURVI
2168,Bourdieu,44.895821,-0.51487,,33096,,JCB92A,1,0,BJCBEAU
2169,Foyer Municipal,44.89165,-0.502831,,33096,,FOY93A,1,0,BFOYE93
2170,Faulat,44.919928,-0.481435,,33003,,FAU94A,1,0,BFAULAT
2171,Maréchal Gallieni,44.897641,-0.508898,,33032,,GAL95R,1,0,BGALI95
2172,Ausone,44.895791,-0.509556,,33096,,AUS95R,1,0,BAUSO95
2173,Terrasson,44.916668,-0.493105,,33003,,TER93R,0,0,BTERRAS
2175,La Lande,44.906311,-0.495452,,33096,,LAN93R,1,0,BLALA93
2177,Collège Manon Cormier,44.901202,-0.510275,,33032,,MAC90R,1,0,BMACOR
2178,Collège Gérard Philippe,44.799621,-0.624104,,33318,,GEP36R,1,0,BGEPHIL
2179,Emile Zola,44.90369,-0.504572,,33032,,ZOL95R,1,0,BZOLA95
2180,Futaies,44.909261,-0.495941,,33096,,FUT93R,1,0,BFUTAIE
2181,Collège Manon Cormier,44.899917,-0.507899,,33096,,COM95R,1,0,BCOMACO
2183,Maréchal Joffre,44.89968,-0.5134,,33032,,MJO90A,1,0,BMJOFFR
2184,Mendès France,44.842719,-0.510342,,33167,,MFR06R,1,0,BMFRAN
2185,Bouliac Centre Commercial (Gabarre),44.817749,-0.527876,,33167,,BOULI8,0,0,BBCC45
2186,Mimosas,44.884584,-0.525626,,33249,,MIM03A,1,0,BMIMOS
2190,Les Pelouses d'Ascot,44.82278,-0.495635,,33065,,ASC07R,1,0,BASCOT
2191,Maréchal Joffre,44.852961,-0.532091,,33119,,JOF08R,0,0,BJOFFR
2194,Ateliers Municipaux,44.880882,-0.531795,,33249,,ATE03A,1,0,BATELI
2195,Quai Dupeyron,44.872405,-0.537345,,33249,,DUP03A,1,0,BDUPEY
2196,Lormont Bas (A. Briand),44.877237,-0.534455,,33249,,BRI03R,1,0,BBRIAN
2198,Dorgelès,44.843155,-0.543419,,33063,,DOR05R,1,0,BDORGE
2199,Fourney,44.821988,-0.490749,,33065,,FOU07R,1,0,BFOURNE
2201,Templiers,44.9283,-0.477134,,33003,,TEM94R,1,0,BTEMPLI
2207,Fleuranceau,44.885834,-0.611481,,33075,,FLE57A,0,0,BFLEUR2
2208,Centre Administratif,44.866876,-0.596067,,33069,,ADM57A,1,0,BCADMI
2209,Martyrs de la Résistance,44.880664,-0.61111,,33075,,MRY57R,0,0,BMAR57
2210,Fleuranceau,44.885897,-0.611777,,33075,,FLE57R,0,0,BFLEUR2
2211,Pont du Gail,44.879936,-0.607425,,33075,,PGA57R,0,0,BPGAIL
2212,Centre Administratif,44.866741,-0.596058,,33069,,ADM57R,1,0,BCADMI
2213,Gare de Bruges,44.887585,-0.612241,,33075,,MAR57R,0,0,BMARYS
2215,Castillon,44.85981,-0.592446,,33069,,CAS57R,1,0,BCASTI
2216,Poincaré,44.861989,-0.593067,,33069,,POI57R,0,0,BPOINC
2218,Carrière de Bos,44.945468,-0.613294,,33312,,ARB58A,1,0,BARBOUD
2221,Lot. de la Vieille Eglise,44.944718,-0.594463,,33312,,VIE58R,0,0,BVIEEGL
2222,Carrière de Bos,44.945345,-0.614035,,33312,,ARB58R,1,0,BARBOUD
2223,Liberté,44.905645,-0.508295,,33032,,LIB90R,0,0,BLIBE90
2227,Lormont Village,44.881585,-0.497068,,33249,,LOR66A,0,0,BLORVIL
2229,Le Tillac,44.91989,-0.494409,,33003,,TIL93R,0,0,BTILLAC
